,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
,40-49 years old,30%,196,33%,131,29%,61,27%,46,36%,15,31%,60,24%,18,43%,25,28%,17,33%,131,29%,15,32%,17,29%,46,39%,53,29%,61,30%,24,31%,24,24%,13,33%,131,38%,75,28%,56,33%,131,,,,,100%,131,,,33%,131,31%,61,35%,70,35%,17,40%,20,33%,17,32%,16,33%,131,22%,11,30%,30,36%,90,,,26%,65,26%,65,31%,10,25%,55,24%,37,20%,14,36%,21,7%,2,26%,65,29%,41,22%,24,26%,58,18%,12,30%,46,26%,65,19%,4,29%,16,31%,30,19%,15,29%,34,31%,17,30%,14,18%,3,26%,65,22%,28,30%,37,26%,65,,,,,100%,65,,,,,33%,131,31%,61,35%,70,35%,17,40%,20,33%,17,32%,16,26%,65,22%,18,24%,26,35%,21
,50-55 years old,16%,107,18%,71,21%,44,21%,35,21%,9,11%,22,8%,6,9%,5,18%,11,18%,71,12%,6,17%,9,24%,38,13%,18,21%,44,20%,16,19%,15,24%,13,18%,71,21%,41,15%,30,18%,71,,,,,,,100%,71,18%,71,20%,40,16%,31,14%,7,16%,8,10%,5,22%,11,18%,71,16%,8,24%,24,16%,39,,,14%,36,14%,36,16%,5,14%,31,16%,25,17%,12,12%,7,21%,6,14%,36,11%,16,19%,20,13%,29,18%,12,11%,17,14%,36,14%,3,13%,7,18%,17,12%,9,17%,20,15%,8,15%,7,29%,5,14%,36,17%,21,12%,15,14%,36,,,,,,,100%,36,,,18%,71,20%,40,16%,31,14%,7,16%,8,10%,5,22%,11,14%,36,20%,17,9%,10,15%,9
,More than 55 years old,4%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,28,11%,28,13%,4,11%,24,12%,19,13%,9,12%,7,11%,3,11%,28,12%,17,10%,11,11%,23,17%,11,8%,12,11%,28,19%,4,9%,5,14%,13,8%,6,15%,17,11%,6,15%,7,24%,4,11%,28,14%,18,8%,10,11%,28,,,,,,,,,100%,28,,,,,,,,,,,,,,,11%,28,11%,9,13%,14,8%,5
S5) Province,Total,100%,650,100%,400,100%,211,100%,169,100%,42,100%,194,100%,75,100%,58,100%,61,100%,400,100%,51,100%,53,100%,160,100%,136,100%,211,100%,80,100%,77,100%,54,100%,400,100%,200,100%,200,100%,400,100%,70,100%,128,100%,131,100%,71,100%,400,100%,200,100%,200,100%,49,100%,50,100%,51,100%,50,100%,400,100%,50,100%,101,100%,249,,,100%,250,100%,250,100%,32,100%,218,100%,155,100%,69,100%,58,100%,28,100%,250,100%,142,100%,108,100%,219,100%,65,100%,154,100%,250,100%,21,100%,56,100%,96,100%,77,100%,117,100%,54,100%,46,100%,17,100%,250,100%,125,100%,125,100%,250,100%,30,100%,91,100%,65,100%,36,100%,28,100%,400,100%,200,100%,200,100%,49,100%,50,100%,51,100%,50,100%,250,100%,83,100%,107,100%,60
,Bangkok Metropolis,37%,240,35%,140,38%,80,37%,63,40%,17,40%,78,36%,27,41%,24,44%,27,35%,140,29%,15,32%,17,41%,65,32%,43,38%,80,38%,30,38%,29,39%,21,35%,140,40%,79,31%,61,35%,140,33%,23,42%,54,27%,36,38%,27,35%,140,70%,140,,,,,,,,,,,35%,140,38%,19,9%,9,45%,112,,,40%,100,40%,100,38%,12,40%,88,41%,64,48%,33,36%,21,36%,10,40%,100,35%,49,47%,51,40%,88,57%,37,33%,51,40%,100,48%,10,27%,15,43%,41,44%,34,44%,51,39%,21,50%,23,41%,7,40%,100,40%,50,40%,50,40%,100,43%,13,43%,39,28%,18,56%,20,36%,10,35%,140,70%,140,,,,,,,,,,,40%,100,52%,43,31%,33,40%,24
,Krabi,2%,10,1%,2,,,,,,,,,,,,,,,1%,2,,,2%,1,,,1%,1,,,,,,,,,1%,2,,,1%,2,1%,2,1%,1,,,1%,1,,,1%,2,,,1%,2,,,,,4%,2,,,1%,2,,,1%,1,0%,1,,,3%,8,3%,8,,,4%,8,3%,5,1%,1,5%,3,4%,1,3%,8,4%,6,2%,2,4%,8,2%,1,5%,7,3%,8,,,9%,5,1%,1,3%,2,1%,1,,,2%,1,,,3%,8,6%,7,1%,1,3%,8,,,,,2%,1,6%,2,18%,5,1%,2,,,1%,2,,,,,4%,2,,,3%,8,,,7%,7,2%,1
,Kanchanaburi,0%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,1%,2,,,1%,2,1%,2,3%,2,,,,,1%,2,1%,2,,,1%,2,,,1%,2,1%,2,,,,,,,3%,2,,,,,,,,,1%,2,,,2%,2,1%,2,3%,1,,,2%,1,,,,,,,,,,,,,,,,,,,1%,2,,,2%,2,,
,Kalasin,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,0%,1,,,0%,1,1%,1,1%,1,,,,,0%,1,1%,1,,,0%,1,,,1%,1,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,,,1%,1,0%,1,3%,1,,,,,,,,,,,,,,,,,,,,,,,0%,1,,,1%,1,,
,Kamphaeng Phet,1%,4,1%,3,,,,,,,1%,1,1%,1,,,,,1%,3,,,2%,1,,,1%,2,,,,,,,,,1%,3,1%,2,1%,1,1%,3,,,,,1%,1,3%,2,1%,3,,,2%,3,,,6%,3,,,,,1%,3,2%,1,1%,1,0%,1,,,0%,1,0%,1,,,0%,1,,,,,,,,,0%,1,1%,1,,,0%,1,,,1%,1,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,,,1%,1,0%,1,3%,1,,,,,,,,,1%,3,,,2%,3,,,6%,3,,,,,0%,1,,,1%,1,,
,Khon Kaen,5%,31,2%,7,2%,5,2%,4,2%,1,3%,6,3%,2,,,7%,4,2%,7,6%,3,,,1%,2,1%,2,2%,5,5%,4,,,2%,1,2%,7,2%,3,2%,4,2%,7,4%,3,1%,1,2%,2,1%,1,2%,7,,,4%,7,,,,,,,14%,7,2%,7,2%,1,6%,6,,,,,10%,24,10%,24,6%,2,10%,22,14%,21,9%,6,26%,15,,,10%,24,14%,20,4%,4,11%,24,5%,3,14%,21,10%,24,,,21%,12,3%,3,12%,9,3%,3,2%,1,4%,2,,,10%,24,1%,1,18%,23,10%,24,3%,1,13%,12,17%,11,,,,,2%,7,,,4%,7,,,,,,,14%,7,10%,24,2%,2,21%,22,,
,Chanthaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chachoengsao,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,0%,1,,,0%,1,1%,1,,,,,4%,1,0%,1,,,1%,1,0%,1,,,1%,1,0%,1,,,2%,1,,,,,,,,,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,,,,,,,,,,,,,,,,,0%,1,1%,1,,,,
,Chon Buri,1%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,4,2%,4,3%,1,1%,3,1%,1,1%,1,,,,,2%,4,2%,3,1%,1,1%,3,2%,1,1%,2,2%,4,,,,,2%,2,3%,2,2%,2,4%,2,,,,,2%,4,1%,1,2%,3,2%,4,7%,2,2%,2,,,,,,,,,,,,,,,,,,,,,2%,4,1%,1,2%,2,2%,1
,Chai Nat,1%,4,1%,2,0%,1,,,2%,1,,,,,,,,,1%,2,,,,,1%,1,1%,1,0%,1,,,1%,1,,,1%,2,1%,1,1%,1,1%,2,,,,,1%,1,1%,1,1%,2,,,1%,2,4%,2,,,,,,,1%,2,,,2%,2,,,,,1%,2,1%,2,,,1%,2,1%,1,1%,1,,,,,1%,2,1%,1,1%,1,0%,1,,,1%,1,1%,2,,,,,2%,2,,,2%,2,2%,1,,,6%,1,1%,2,1%,1,1%,1,1%,2,,,,,2%,1,,,4%,1,1%,2,,,1%,2,4%,2,,,,,,,1%,2,1%,1,1%,1,,
,Chaiyaphum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chumphon,0%,2,0%,1,0%,1,1%,1,,,1%,1,,,2%,1,,,0%,1,2%,1,,,,,,,0%,1,,,1%,1,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,,,,,0%,1,,,0%,1,0%,1,3%,1,,,,,,,,,,,0%,1,1%,1,,,0%,1,,,1%,1,0%,1,,,,,1%,1,,,1%,1,2%,1,,,,,0%,1,,,1%,1,0%,1,3%,1,,,,,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,,,1%,1,,
,Chiang Rai,2%,12,1%,4,0%,1,1%,1,,,1%,2,3%,2,,,,,1%,4,,,2%,1,1%,1,1%,2,0%,1,1%,1,,,,,1%,4,1%,1,2%,3,1%,4,,,2%,3,1%,1,,,1%,4,,,2%,4,,,8%,4,,,,,1%,4,,,3%,3,0%,1,,,3%,8,3%,8,,,4%,8,3%,4,3%,2,2%,1,4%,1,3%,8,5%,7,1%,1,3%,7,2%,1,4%,6,3%,8,,,4%,2,2%,2,5%,4,2%,2,,,4%,2,,,3%,8,6%,8,,,3%,8,23%,7,1%,1,,,,,,,1%,4,,,2%,4,,,8%,4,,,,,3%,8,1%,1,6%,6,2%,1
,Chiang Mai,6%,36,7%,29,7%,15,8%,14,2%,1,6%,12,8%,6,5%,3,5%,3,7%,29,4%,2,8%,4,8%,13,7%,10,7%,15,4%,3,12%,9,6%,3,7%,29,6%,11,9%,18,7%,29,7%,5,9%,11,8%,10,4%,3,7%,29,,,15%,29,,,58%,29,,,,,7%,29,6%,3,17%,17,4%,9,,,3%,7,3%,7,3%,1,3%,6,3%,4,4%,3,,,4%,1,3%,7,1%,2,5%,5,3%,7,3%,2,3%,5,3%,7,,,,,7%,7,,,6%,7,9%,5,4%,2,,,3%,7,4%,5,2%,2,3%,7,,,2%,2,3%,2,,,11%,3,7%,29,,,15%,29,,,58%,29,,,,,3%,7,4%,3,4%,4,,
,Trang,1%,4,1%,3,1%,2,1%,2,,,1%,1,,,2%,1,,,1%,3,2%,1,2%,1,1%,1,,,1%,2,3%,2,,,,,1%,3,,,2%,3,1%,3,1%,1,,,2%,2,,,1%,3,,,2%,3,,,,,6%,3,,,1%,3,2%,1,1%,1,0%,1,,,0%,1,0%,1,,,0%,1,1%,1,1%,1,,,,,0%,1,,,1%,1,0%,1,,,1%,1,0%,1,,,,,1%,1,,,1%,1,2%,1,,,,,0%,1,,,1%,1,0%,1,,,,,2%,1,,,,,1%,3,,,2%,3,,,,,6%,3,,,0%,1,,,,,2%,1
,Trat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nakhon Nayok,0%,2,1%,2,,,,,,,1%,1,,,,,2%,1,1%,2,,,2%,1,,,1%,1,,,,,,,,,1%,2,,,1%,2,1%,2,1%,1,,,1%,1,,,1%,2,,,1%,2,4%,2,,,,,,,1%,2,,,2%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,,,1%,2,4%,2,,,,,,,,,,,,,,
,Nakhon Pathom,1%,9,2%,8,1%,3,1%,2,2%,1,2%,4,4%,3,2%,1,,,2%,8,,,4%,2,2%,3,2%,3,1%,3,1%,1,1%,1,2%,1,2%,8,2%,3,3%,5,2%,8,1%,1,2%,3,3%,4,,,2%,8,4%,8,,,,,,,,,,,2%,8,,,,,3%,8,,,0%,1,0%,1,,,0%,1,1%,1,,,2%,1,,,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,,,,,1%,1,,,1%,1,,,2%,1,,,0%,1,1%,1,,,0%,1,,,,,2%,1,,,,,2%,8,4%,8,,,,,,,,,,,0%,1,1%,1,,,,
,Nakhon Phanom,0%,2,0%,1,,,,,,,1%,1,,,2%,1,,,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,1%,1,,,0%,1,,,1%,1,,,,,0%,1,,,1%,1,,,,,,,2%,1,0%,1,,,1%,1,,,,,0%,1,0%,1,,,0%,1,1%,1,,,,,4%,1,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,,,2%,1,,,,,,,,,,,,,0%,1,1%,1,,,0%,1,,,1%,1,,,,,,,0%,1,,,1%,1,,,,,,,2%,1,0%,1,,,1%,1,,
,Nakhon Ratchasima,4%,23,4%,14,5%,10,4%,6,10%,4,4%,8,3%,2,3%,2,7%,4,4%,14,10%,5,2%,1,3%,5,2%,3,5%,10,3%,2,9%,7,2%,1,4%,14,4%,7,4%,7,4%,14,9%,6,3%,4,1%,1,4%,3,4%,14,,,7%,14,,,,,,,28%,14,4%,14,6%,3,7%,7,2%,4,,,4%,9,4%,9,3%,1,4%,8,2%,3,1%,1,3%,2,,,4%,9,4%,5,4%,4,4%,8,3%,2,4%,6,4%,9,5%,1,2%,1,7%,7,,,7%,8,9%,5,2%,1,12%,2,4%,9,5%,6,2%,3,4%,9,,,4%,4,5%,3,6%,2,,,4%,14,,,7%,14,,,,,,,28%,14,4%,9,5%,4,4%,4,2%,1
,Nakhon Si Thammarat,1%,9,2%,7,2%,4,1%,2,5%,2,3%,5,4%,3,2%,1,2%,1,2%,7,,,2%,1,3%,4,1%,2,2%,4,1%,1,1%,1,4%,2,2%,7,2%,4,2%,3,2%,7,3%,2,1%,1,3%,4,,,2%,7,,,4%,7,,,,,14%,7,,,2%,7,4%,2,2%,2,1%,3,,,1%,2,1%,2,,,1%,2,1%,2,1%,1,2%,1,,,1%,2,,,2%,2,0%,1,,,1%,1,1%,2,,,2%,1,,,1%,1,,,,,,,,,1%,2,2%,2,,,1%,2,,,2%,2,,,,,,,2%,7,,,4%,7,,,,,14%,7,,,1%,2,,,1%,1,2%,1
,Nakhon Sawan,0%,1,0%,1,0%,1,1%,1,,,,,,,,,,,0%,1,,,,,1%,1,,,0%,1,1%,1,,,,,0%,1,,,1%,1,0%,1,,,,,,,1%,1,0%,1,,,1%,1,,,2%,1,,,,,0%,1,2%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,,,1%,1,,,2%,1,,,,,,,,,,,,
,Nonthaburi,3%,20,4%,14,4%,8,4%,7,2%,1,4%,7,4%,3,3%,2,3%,2,4%,14,4%,2,2%,1,4%,6,4%,5,4%,8,4%,3,4%,3,4%,2,4%,14,6%,11,2%,3,4%,14,1%,1,4%,5,5%,6,3%,2,4%,14,7%,14,,,,,,,,,,,4%,14,2%,1,,,5%,13,,,2%,6,2%,6,9%,3,1%,3,1%,2,,,,,7%,2,2%,6,1%,2,4%,4,2%,5,2%,1,3%,4,2%,6,5%,1,,,5%,5,,,5%,6,4%,2,4%,2,12%,2,2%,6,2%,3,2%,3,2%,6,3%,1,2%,2,5%,3,,,,,4%,14,7%,14,,,,,,,,,,,2%,6,1%,1,2%,2,5%,3
,Narathiwat,0%,3,1%,2,0%,1,1%,1,,,1%,1,1%,1,,,,,1%,2,,,2%,1,1%,1,,,0%,1,,,1%,1,,,1%,2,1%,1,1%,1,1%,2,,,1%,1,1%,1,,,1%,2,,,1%,2,,,,,4%,2,,,1%,2,,,1%,1,0%,1,,,0%,1,0%,1,,,0%,1,1%,1,,,,,4%,1,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,5%,1,,,,,,,1%,1,,,,,6%,1,0%,1,1%,1,,,0%,1,,,1%,1,,,,,,,1%,2,,,1%,2,,,,,4%,2,,,0%,1,,,,,2%,1
,Nan,0%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,1%,2,6%,2,,,1%,1,1%,1,,,,,1%,2,1%,1,1%,1,1%,2,,,1%,2,1%,2,5%,1,,,1%,1,,,2%,2,4%,2,,,,,1%,2,1%,1,1%,1,1%,2,,,1%,1,,,,,4%,1,,,,,,,,,,,,,,,1%,2,,,2%,2,,
,Bueng Kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buri Ram,0%,1,0%,1,0%,1,1%,1,,,1%,1,1%,1,,,,,0%,1,2%,1,,,,,,,0%,1,,,1%,1,,,0%,1,,,1%,1,0%,1,,,,,1%,1,,,0%,1,,,1%,1,,,,,,,2%,1,0%,1,,,1%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,,,1%,1,,,,,,,2%,1,,,,,,,,
,Pathum Thani,4%,28,3%,11,2%,4,2%,3,2%,1,2%,4,1%,1,3%,2,2%,1,3%,11,2%,1,6%,3,2%,3,3%,4,2%,4,3%,2,,,4%,2,3%,11,3%,5,3%,6,3%,11,1%,1,2%,2,3%,4,6%,4,3%,11,6%,11,,,,,,,,,,,3%,11,,,,,4%,11,,,7%,17,7%,17,,,8%,17,6%,9,3%,2,12%,7,,,7%,17,11%,15,2%,2,7%,16,3%,2,9%,14,7%,17,,,18%,10,2%,2,6%,5,2%,2,,,2%,1,6%,1,7%,17,2%,3,11%,14,7%,17,,,3%,3,17%,11,3%,1,7%,2,3%,11,6%,11,,,,,,,,,,,7%,17,1%,1,1%,1,25%,15
,Prachuap Khiri Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prachin Buri,0%,2,0%,1,0%,1,1%,1,,,1%,1,1%,1,,,,,0%,1,,,,,1%,1,,,0%,1,1%,1,,,,,0%,1,,,1%,1,0%,1,,,,,1%,1,,,0%,1,,,1%,1,2%,1,,,,,,,0%,1,,,1%,1,,,,,0%,1,0%,1,,,0%,1,,,,,,,,,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,,,0%,1,,,1%,1,2%,1,,,,,,,0%,1,1%,1,,,,
,Pattani,0%,3,1%,3,,,,,,,1%,2,,,3%,2,,,1%,3,,,2%,1,,,1%,2,,,,,,,,,1%,3,1%,2,1%,1,1%,3,,,1%,1,1%,1,1%,1,1%,3,,,2%,3,,,,,6%,3,,,1%,3,2%,1,1%,1,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,3,,,2%,3,,,,,6%,3,,,,,,,,,,
,Phra Nakhon Si Ayutthaya,2%,15,3%,12,3%,7,3%,5,5%,2,2%,4,3%,2,2%,1,2%,1,3%,12,4%,2,2%,1,3%,5,3%,4,3%,7,1%,1,4%,3,6%,3,3%,12,1%,2,5%,10,3%,12,3%,2,5%,7,2%,2,1%,1,3%,12,,,6%,12,24%,12,,,,,,,3%,12,4%,2,5%,5,2%,5,,,1%,3,1%,3,,,1%,3,1%,2,,,2%,1,4%,1,1%,3,1%,1,2%,2,0%,1,,,1%,1,1%,3,,,2%,1,1%,1,1%,1,1%,1,,,2%,1,,,1%,3,2%,2,1%,1,1%,3,,,2%,2,,,,,4%,1,3%,12,,,6%,12,24%,12,,,,,,,1%,3,1%,1,1%,1,2%,1
,Phayao,0%,1,0%,1,0%,1,1%,1,,,,,,,,,,,0%,1,,,,,1%,1,,,0%,1,1%,1,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,,,1%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,,,1%,1,,,,,2%,1,,,,,,,,,,
,Phangnga,0%,2,1%,2,,,,,,,1%,1,,,,,2%,1,1%,2,,,,,,,1%,2,,,,,,,,,1%,2,1%,1,1%,1,1%,2,,,,,1%,1,1%,1,1%,2,,,1%,2,,,,,4%,2,,,1%,2,,,1%,1,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,,,1%,2,,,,,4%,2,,,,,,,,,,
,Phatthalung,0%,2,0%,1,,,,,,,1%,1,1%,1,,,,,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,,,,,0%,1,,,0%,1,0%,1,,,0%,1,,,,,,,,,0%,1,,,1%,1,0%,1,,,1%,1,0%,1,,,,,,,1%,1,,,,,,,,,0%,1,1%,1,,,0%,1,,,1%,1,,,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,1%,1,,,,
,Phichit,0%,1,0%,1,,,,,,,1%,1,,,2%,1,,,0%,1,,,2%,1,,,,,,,,,,,,,0%,1,,,1%,1,0%,1,,,,,1%,1,,,0%,1,,,1%,1,,,2%,1,,,,,0%,1,,,,,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,,,1%,1,,,2%,1,,,,,,,,,,,,
,Phitsanulok,2%,11,3%,10,1%,3,2%,3,,,2%,4,1%,1,,,5%,3,3%,10,2%,1,4%,2,1%,2,4%,5,1%,3,3%,2,,,2%,1,3%,10,2%,4,3%,6,3%,10,3%,2,3%,4,3%,4,,,3%,10,,,5%,10,20%,10,,,,,,,3%,10,,,1%,1,4%,9,,,0%,1,0%,1,,,0%,1,1%,1,,,2%,1,,,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,,,2%,1,,,,,,,,,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,,,3%,10,,,5%,10,20%,10,,,,,,,0%,1,,,1%,1,,
,Phetchaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phetchabun,0%,3,1%,3,,,,,,,2%,3,,,3%,2,2%,1,1%,3,,,,,,,2%,3,,,,,,,,,1%,3,1%,2,1%,1,1%,3,,,,,2%,3,,,1%,3,,,2%,3,,,6%,3,,,,,1%,3,4%,2,,,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,3,,,2%,3,,,6%,3,,,,,,,,,,,,
,Phrae,0%,3,1%,3,1%,2,1%,2,,,1%,2,1%,1,,,2%,1,1%,3,2%,1,2%,1,1%,1,,,1%,2,,,1%,1,2%,1,1%,3,1%,1,1%,2,1%,3,1%,1,,,2%,2,,,1%,3,,,2%,3,,,6%,3,,,,,1%,3,,,1%,1,1%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,3,,,2%,3,,,6%,3,,,,,,,,,,,,
,Phuket,1%,7,1%,5,2%,4,2%,4,,,2%,4,3%,2,,,3%,2,1%,5,4%,2,2%,1,1%,2,,,2%,4,1%,1,3%,2,2%,1,1%,5,1%,1,2%,4,1%,5,1%,1,2%,3,1%,1,,,1%,5,,,3%,5,,,,,10%,5,,,1%,5,2%,1,2%,2,1%,2,,,1%,2,1%,2,,,1%,2,,,,,,,,,1%,2,1%,1,1%,1,1%,2,2%,1,1%,1,1%,2,5%,1,,,,,1%,1,1%,1,,,2%,1,,,1%,2,,,2%,2,1%,2,3%,1,1%,1,,,,,,,1%,5,,,3%,5,,,,,10%,5,,,1%,2,1%,1,,,2%,1
